Word,Count
condemned,8
hung,52
oilpainting,1
thoroughly,7
besmoked,1
defaced,1
unequal,1
crosslights,1
viewed,7
diligent,2
study,63
series,22
systematic,2
visits,10
careful,34
inquiry,11
neighbors,19
arrive,10
understanding,15
masses,9
shades,9
shadows,15
ambitious,20
england,36
hags,1
endeavored,5
delineate,1
bewitched,2
dint,5
earnest,30
contemplation,3
repeated,33
ponderings,1
throwing,20
conclusion,12
unwarranted,2
puzzled,8
confounded,9
limber,4
hovering,10
centre,22
perpendicular,11
lines,57
yeast,2
boggy,1
soggy,1
squitchy,1
truly,52
drive,47
nervous,21
distracted,11
indefinite,72
halfattained,1
unimaginable,5
sublimity,2
fairly,21
froze,3
oath,8
anon,13
alas,24
deceptive,1
throughits,1
galeits,1
unnatural,12
combat,3
primal,4
elementsits,1
blasted,8
heathits,1
hyperborean,2
winter,39
sceneits,1
breakingup,1
icebound,1
fancies,10
yielded,5
midst,16
rest,146
plain,71
faint,21
resemblance,9
gigantic,20
fact,96
artists,4
design,4
final,36
theory,12
based,11
aggregated,2
opinions,12
aged,8
conversed,3
subject,206
represents,12
capehorner,1
hurricane,3
halffoundered,1
weltering,3
dismantled,2
visible,34
exasperated,7
purposing,2
spring,48
clean,18
impaling,3
opposite,33
wall,41
heathenish,6
array,15
clubs,1
spears,6
thickly,5
glittering,12
resembling,5
ivory,51
tufted,4
knots,4
human,72
hair,122
sickleshaped,2
handle,17
sweeping,15
segment,2
newmown,2
grass,36
longarmed,1
mower,2
shuddered,3
gazed,10
wondered,13
cannibal,18
savage,57
deathharvesting,1
hacking,1
horrifying,1
implement,3
mixed,13
rusty,5
lances,23
broken,84
deformed,3
storied,3
wildly,16
elbowed,3
nathan,2
swain,1
harpoonso,1
corkscrew,2
nowwas,1
flung,16
javan,2
slain,14
blanco,1
iron,90
entered,26
sojourning,1
travelled,6
imbedded,2
hump,26
crossing,21
dusky,6
yon,12
lowarched,1
waycut,1
times,186
central,13
chimney,9
fireplaces,1
roundyou,1
room,158
duskier,1
beams,8
wrinkled,18
planks,32
fancy,70
trod,9
crafts,2
cockpits,1
corneranchored,1
ark,9
rocked,8
furiously,6
shelflike,1
table,128
cracked,8
cases,56
filled,49
dusty,8
rarities,1
worlds,27
remotest,14
nooks,3
projecting,10
angle,7
stands,41
darklooking,1
denthe,1
bara,1
rude,21
attempt,26
bone,38
coach,4
shelves,3
ranged,9
decanters,3
bottles,6
flasks,9
swift,28
destruction,9
cursed,13
indeed,113
bustles,1
withered,3
dearly,16
sells,3
deliriums,1
abominable,7
tumblers,1
pours,2
poison,6
cylinders,1
withoutwithin,1
villanous,2
goggling,1
deceitfully,1
tapered,1
downwards,12
cheating,2
bottom,62
parallel,7
meridians,4
rudely,4
pecked,2
surround,2
footpads,1
goblets,4
fill,29
glassthe,1
measure,25
shilling,1
number,123
seamen,42
examining,8
divers,4
specimens,4
skrimshander,3
sought,22
landlord,32
telling,46
desired,20
accommodated,1
fullnot,1
unoccupied,1
avast,19
added,144
tapping,5
forehead,56
haint,2
objections,2
sharing,6
spose,3
goin,6
awhalin,1
youd,72
used,417
liked,91
depend,15
decidedly,32
objectionable,3
wander,4
bitter,30
decent,8
mans,80
seat,46
supperyou,1
want,188
supperll,1
ready,124
settle,22
carved,16
bench,13
ruminating,1
tar,8
adorning,1
jackknife,8
stooping,9
diligently,11
working,31
space,20
trying,120
headway,4
five,80
summoned,5
meal,4
adjoining,4
icelandno,1
allthe,4
couldnt,99
tallow,3
winding,9
sheet,11
fain,21
button,6
monkey,8
jackets,7
lips,57
cups,9
scalding,4
tea,37
fingers,30
substantial,6
kindnot,1
meat,14
potatoes,4
dumplings,6
box,41
addressed,15
direful,10
youll,80
nightmare,3
sartainty,1
whispered,45
diabolically,1
funny,52
complexioned,2
chap,15
eats,5
donthe,1
steaks,1
likes,30
em,60
afore,6
help,249
began,222
suspicious,9
rate,27
together,160
undress,2
company,76
barroom,4
resolved,37
spend,33
evening,75
looker,1
rioting,1
starting,14
cried,316
thats,159
grampuss,1
seed,4
reported,9
offing,4
morning,154
hurrah,14
latest,12
news,37
feegees,1
tramping,5
mariners,33
enveloped,7
shaggy,8
coats,3
muffled,12
woollen,8
comforters,2
bedarned,1
ragged,7
beards,3
stiff,23
icicles,2
eruption,2
bears,23
labrador,3
landed,15
wonder,62
mouththe,1
barwhen,1
officiating,1
poured,5
brimmers,1
complained,5
bad,101
pitchlike,1
potion,2
gin,4
molasses,4
swore,9
sovereign,5
cure,13
colds,3
catarrhs,1
standing,109
weather,49
iceisland,1
liquor,3
mounted,18
arrantest,1
topers,1
newly,10
capering,2
obstreperously,1
held,87
somewhat,52
aloof,3
desirous,1
spoil,22
hilarity,1
shipmates,28
sober,39
face,371
whole,218
refrained,4
interested,21
seagods,1
ordained,3
become,72
shipmate,12
sleepingpartner,1
concerned,12
description,15
height,23
chest,30
cofferdam,1
brawn,2
deeply,26
brown,65
dazzling,6
contrast,20
reminiscences,3
announced,9
southerner,1
stature,2
mountaineers,1
alleghanian,1
ridge,3
revelry,5
companions,5
slipped,24
unobserved,3
comrade,7
minutes,55
missed,13
favourite,4
raised,23
cry,86
bulkington,8
wheres,14
darted,42
oclock,22
seeming,14
supernaturally,1
orgies,2
congratulate,4
plan,37
entrance,7
prefers,4
know,515
people,227
private,38
sleeping,24
comes,123
unknown,41
stranger,53
indefinitely,4
multiply,2
anybody,23
apartment,7
hammock,38
cover,31
skin,38
pondered,4
abominated,1
fair,93
presume,4
linen,9
tidiest,1
certainly,54
none,103
finest,18
twitch,3
getting,98
ought,93
bedwards,1
tumble,10
midnighthow,1
vile,6
hole,27
ive,181
changed,52
harpooneeri,1
shant,18
ill,329
im,419
sorry,59
spare,28
tablecloth,2
mattress,2
plaguy,2
rough,17
herefeeling,1
notches,2
wait,60
got,321
carpenters,11
plane,7
barwait,1
snug,5
saying,135
procured,3
silk,33
vigorously,7
planing,2
grinning,10
ape,1
shavings,7
flew,50
planeiron,1
bump,2
indestructible,2
knot,6
spraining,1
wrist,7
sake,43
quitthe,1
soft,54
suit,52
eider,1
pine,11
plank,19
gathering,12
mended,6
chair,62
narrow,21
higher,36
planed,2
oneso,1
yoking,1
interval,28
draught,5
sill,3
current,6
rickety,1
met,55
whirlwinds,1
immediate,17
fetch,12
steal,7
march,310
himbolt,1
inside,28
wakened,2
violent,21
knockings,1
thoughts,75
dismissed,2
next,159
popped,4
knock,7
seeing,72
spending,10
sufferable,4
cherishing,3
unwarrantable,2
prejudices,5
awhile,9
dropping,37
bedfellows,2
alltheres,1
boarders,4
twos,5
threes,5
hedoes,1
chuckled,2
lean,16
chuckle,3
mightily,3
tickled,4
comprehension,4
early,66
birdairley,1
airley,1
riseyes,1
bird,32
catches,2
worm,2
tonight,26
peddling,3
airth,2
keeps,23
sell,15
headwhat,1
bamboozingly,1
towering,3
rage,10
pretend,11
actually,38
blessed,25
sunday,15
precisely,26
markets,2
overstocked,1
shouted,18
calmly,16
spinning,7
yarn,5
meim,1
stick,11
whittling,3
toothpick,1
rayther,1
guess,33
done,232
hears,9
slanderin,1
break,42
passion,24
farrago,1
landlords,2
broke,50
aready,2
ibroke,1
sartain,1
cool,43
mt,1
hecla,1
snowstormlandlord,1
understand,62
delay,13
belongs,27
persist,1
mystifying,1
exasperating,5
stories,58
tending,4
beget,9
feeling,150
bedfellowa,1
intimate,6
confidential,16
highest,23
demand,18
respects,13
safe,40
unsay,1
selling,6
evidence,3
stark,8
madman,3
induce,6
knowingly,3
thereby,22
render,13
liable,7
criminal,2
prosecution,3
fetching,4
purty,1
sarmon,1
rips,2
tellin,1
bought,18
lot,14
balmed,1
zealand,7
curios,1
sold,11
cause,59
tomorrows,3
sellin,1
folks,17
churches,6
wanted,77
stopped,51
strung,4
string,12
inions,1
cleared,19
otherwise,37
mystery,16
showed,47
fooling,1
mebut,1
stayed,15
idolators,1
pays,4
reglar,2
rejoinder,2
flukesits,1
nice,120
sal,3
slept,16
spliced,1
theres,107
kick,12
almighty,2
big,117
sam,5
johnny,1
dreaming,13
sprawling,2
pitched,13
floor,45
breaking,21
arter,1
wouldnt,104
glim,1
jiffy,4
lighted,21
offering,11
irresolute,2
clock,14
vum,1
sundayyou,1
wont,223
anchor,20
somewherecome,1
considered,65
stairs,33
ushered,5
clam,9
furnished,20
prodigious,20
abreast,3
placing,13
double,56
duty,74
washstand,3
comfortable,46
eyeing,27
disappeared,22
folding,5
stooped,11
elegant,26
scrutiny,3
tolerably,3
glanced,26
bedstead,3
furniture,11
belonging,12
shelf,11
walls,21
papered,6
fireboard,4
properly,28
lashed,10
seamans,4
containing,34
wardrobe,6
lieu,8
likewise,41
parcel,10
outlandish,6
hooks,5
fireplace,5
felt,230
tried,125
satisfactory,13
concerning,51
mat,11
ornamented,3
tags,2
stained,6
porcupine,2
quills,2
moccasin,1
slit,5
ponchos,1
parade,5
guise,4
hamper,4
uncommonly,14
wearing,11
rainy,6
stuck,21
tore,19
hurry,24
gave,190
kink,2
neck,32
commenced,9
thinking,71
headpeddling,2
bedside,7
jacket,22
sleeves,6
beginning,54
undressed,3
remembering,19
ado,3
jumped,14
pantaloons,3
blowing,9
tumbled,17
commended,2
corncobs,1
crockery,2
slid,20
doze,6
nod,21
heavy,64
footfall,1
glimmer,3
save,44
infernal,8
headpeddler,1
perfectly,37
spoken,89
identical,10
knotted,5
cords,7
spoke,93
eagerness,9
averted,3
employed,21
unlacing,1
bags,5
accomplished,26
roundwhen,1
purplish,3
yellow,39
blackish,1
squares,10
terrible,26
bedfellow,4
fight,32
dreadfully,18
surgeon,7
chanced,14
stickingplasters,1
cheeks,33
stains,4
inkling,1
truth,75
remembered,39
mana,2
whaleman,36
toowho,1
cannibals,11
tattooed,8
concluded,21
course,134
similar,33
adventure,7
honest,29
unearthly,13
complexion,8
lying,35
completely,36
independent,43
tattooing,5
tropical,5
tanning,3
hot,47
suns,10
sun,134
produced,34
extraordinary,8
effects,2
ideas,30
passing,34
noticed,28
difficulty,17
fumbling,5
pulled,25
tomahawk,19
sealskin,1
wallet,2
heada,2
ghastly,5
enoughand,1
crammed,2
hata,1
beaver,4
hatwhen,1
singing,23
surprise,54
headnone,1
leastnothing,1
scalpknot,1
twisted,8
bald,4
mildewed,1
skull,24
bolted,9
quicker,4
dinner,56
slipping,7
coward,15
purple,16
rascal,7
parent,5
nonplussed,1
game,40
inexplicable,7
continued,36
undressing,1
arms,88
live,117
checkered,1
war,29
escaped,21
stickingplaster,1
marked,43
frogs,1
running,73
trunks,3
palms,18
shipped,12
quaked,3
peddler,2
tooperhaps,1
brothers,9
mineheavens,1
shuddering,9
fascinated,4
attention,33
convinced,6
heathen,4
grego,3
wrapall,1
dreadnaught,1
previously,18
fumbled,1
pockets,14
curious,67
hunch,1
congo,2
baby,30
embalmed,8
manikin,1
real,72
glistened,3
polished,10
ebony,6
idol,16
removing,7
sets,9
hunchbacked,2
tenpin,1
andirons,1
jambs,1
bricks,3
sooty,3
appropriate,19
shrine,7
screwed,7
hidden,33
ease,30
meantimeto,1
follow,42
takes,59
handful,10
places,36
carefully,42
biscuit,11
top,44
applying,2
flame,21
kindled,7
sacrificial,2
blaze,12
hasty,14
snatches,3
hastier,1
withdrawals,1
whereby,13
scorching,5
badly,11
succeeded,18
drawing,42
heat,19
polite,11
dry,20
moved,23
antics,1
accompanied,11
guttural,2
noises,2
devotee,1
praying,4
singsong,1
pagan,22
psalmody,3
during,64
twitched,4
extinguishing,1
unceremoniously,2
bagged,2
carelessly,4
sportsman,1
bagging,2
woodcock,2
proceedings,6
increased,12
uncomfortableness,1
exhibiting,2
symptoms,7
concluding,11
operations,4
jumping,4
spell,21
spent,36
deliberating,1
fatal,18
examined,10
puffed,1
clouds,24
tobacco,5
extinguished,3
sprang,19
sang,14
giving,60
sudden,89
grunt,2
stammering,1
conjured,2
whoever,10
responses,1
satisfied,52
comprehended,4
whoe,1
debel,1
youhe,1
saidyou,1
speake,2
damme,2
kille,8
flourishing,3
angels,23
tellee,1
whoee,1
growled,3
flourishings,1
scattered,20
thank,88
ran,74
harm,18
knowd,1
itdidnt,1
peddlin,1
townbut,1
flukes,36
hereyou,1
sabbee,3
sabbeeyou,1
sleepe,1
youyou,2
plentygrunted,1
puffing,4
gettee,1
motioning,1
clothes,40
civil,6
charitable,8
tattooings,2
comely,1
whats,64
fuss,6
myselfthe,1
drunken,7
stash,3
smoking,21
insured,1
complied,3
politely,6
motioned,4
bedrolling,1
sayi,1
touch,44
waking,11
daylight,10
queequegs,27
loving,44
affectionate,15
wife,65
patchwork,3
odd,34
particoloured,1
triangles,2
interminable,1
cretan,2
labyrinth,4
figure,47
precise,21
shadeowing,1
keeping,45
unmethodically,2
shade,16
irregularly,6
timesthis,1
strip,11
quilt,3
awoke,6
hardly,57
blended,8
hues,4
pressure,5
hugging,6
sensations,2
explain,23
child,103
remember,89
circumstance,26
befell,5
reality,15
dream,23
caper,1
otheri,1
crawl,6
stepmother,3
whipping,2
sending,16
supperlessmy,1
mother,358
dragged,21
st,38
longest,3
hemisphere,1
third,85
sigh,27
sheets,14
dismally,8
calculating,5
sixteen,13
entire,65
elapse,2
hope,133
resurrection,6
ached,5
shining,15
rattling,7
coaches,2
sound,93
voices,23
worseat,1
dressed,31
softly,41
stockinged,1
beseeching,3
favour,3
slippering,1
misbehaviour,1
condemning,2
abed,4
unendurable,1
conscientious,9
stepmothers,1
awake,20
greatest,31
subsequent,14
misfortunes,3
fallen,24
troubled,36
ithalf,1
steeped,2
dreamsi,1
sunlit,2
wrapped,14
outer,22
instantly,27
shock,23
frame,12
supernatural,7
closely,28
ages,24
piled,20
awful,31
fears,21
daring,11
drag,18
stir,17
inch,17
consciousness,12
glided,18
shudderingly,1
weeks,27
months,34
confounding,1
attempts,13
often,216
puzzle,5
strangeness,3
experienced,12
past,125
nights,15
events,22
soberly,16
recurred,1
alive,34
comical,23
predicament,2
move,20
armunlock,1
bridegroom,7
claspyet,1
hugged,8
tightly,7
naught,14
twain,8
strove,9
rouse,3
himqueequegbut,1
snore,1
horsecollar,1
slight,17
scratch,4
aside,40
hatchetfaced,1
pickle,7
queequegin,1
goodness,21
wriggling,4
incessant,5
expostulations,1
unbecomingness,1
matrimonial,1
style,37
extracting,2
drew,53
shook,59
newfoundland,3
dog,26
pikestaff,1
rubbing,6
dawning,2
serious,24
misgivings,3
bent,32
narrowly,6
creature,55
character,46
reconciled,8
signs,29
dress,74
leave,96
civilized,19
overture,1
innate,1
delicacy,9
essentially,3
compliment,11
treated,22
civility,1
guilty,10
rudeness,2
staring,30
watching,42
toilette,1
motions,14
breeding,7
ways,59
worth,44
unusual,29
regarding,18
dressing,7
donning,1
thenstill,1
minus,3
trowsershe,1
hunted,20
movement,13
crush,5
himselfboots,1
onunder,1
sundry,7
gaspings,1
strainings,2
booting,1
law,55
propriety,10
required,11
stageneither,1
caterpillar,1
butterfly,4
show,126
outlandishness,1
strangest,5
manners,34
education,9
completed,12
undergraduate,1
dreamt,4
dented,4
crushed,12
limping,3
accustomed,12
cowhide,1
onesprobably,1
eitherrather,1
pinched,2
curtains,11
commanded,30
indecorous,2
staving,2
begged,23
accelerate,3
toilet,4
wash,17
amazement,12
contented,20
restricting,1
ablutions,2
donned,1
waistcoat,5
piece,22
soap,6
dipped,3
lathering,1
razor,4
lo,18
behold,35
slips,4
stock,12
unsheathes,1
whets,1
boot,3
striding,4
mirror,8
begins,22
vigorous,11
scraping,6
harpooning,2
rogerss,1
cutlery,1
vengeance,13
operation,8
exceedingly,16
achieved,5
proudly,8
marched,16
marshals,2
baton,1
quickly,45
descending,11
accosted,4
pleasantly,6
cherished,9
malice,12
skylarking,4
laugh,112
scarce,13
mores,1
proper,119
person,188
stuff,33
joke,37
backward,11
allow,20
bountifully,1
laughable,1
mates,53
blacksmiths,6
keepers,2
brawny,6
bosky,1
unshorn,1
gowns,11
fellows,32
cheek,25
suntoasted,1
pear,3
hue,19
musky,3
looks,69
lighter,5
satin,6
lingers,1
tropic,5
tawn,1
slightly,18
bleached,3
withal,4
tarried,1
barred,1
tints,2
andes,7
western,9
slope,3
contrasting,11
climates,2
zone,5
grub,2
ho,17
flinging,8
selfpossessed,3
ledyard,2
traveller,10
mungo,1
park,5
scotch,8
assurance,4
parlor,41
siberia,2
sledge,2
solitary,29
walk,62
stomach,5
sum,22
mungos,1
performancesthis,1
mode,8
attaining,5
polish,9
reflections,4
occasioned,3
preparing,14
maintained,5
profound,22
silence,53
embarrassed,2
seadogs,1
slightest,23
bashfulness,7
boarded,6
seasentire,1
strangers,22
themand,2
duelled,1
winking,5
tableall,1
calling,28
kindred,8
tasteslooking,1
sheepishly,1
sheepfold,2
bashful,14
timid,21
warrior,5
queequegwhy,1
themat,1
icicle,1
admirer,1
cordially,4
justified,4
ceremony,11
imminent,5
jeopardy,6
grappling,1
beefsteaks,2
coolly,9
estimation,5
genteelly,1
peculiarities,11
eschewed,1
applied,22
undivided,1
